,Competition Name,URL,State,Date,Type,City,Facility,Street Address,ZIP,Lat,Lon
139,Wichita Chapter Competition ,https://www.mathcounts.org/wichita-chapter-competition,KS,02/01/2020,Chapter,Wichita,Wichita Collegiate School,9115 E 13th Street N,67206,37.7070708,-97.2315144
140,Ashland Chapter Competition ,https://www.mathcounts.org/ashland-chapter-competition,KY,02/15/2020,Chapter,Grayson,ACTC Technology Drive Campus at EastPark,902 Technology Drive,41143,38.4691674,-82.6505189
141,Big Sandy Chapter Competition ,https://www.mathcounts.org/big-sandy-chapter-competition,KY,02/15/2020,Chapter,Prestonsburg,Big Sandy Community and Technical College - Student Center,1 Bert T. Combs Drive,41653,37.688163,-82.778796
142,Bluegrass Chapter Competition ,https://www.mathcounts.org/bluegrass-chapter-competition,KY,02/15/2020,Chapter,Lexington,University of Kentucky,Gatton Student Center,,38.0400126,-84.5032837
143,Capital Chapter Competition ,https://www.mathcounts.org/capital-chapter-competition-0,KY,02/15/2020,Chapter,Frankfort,Good Shepherd School,75 Shepherd Way,40601,38.18946589999999,-84.8155769
144,Green River Chapter Competition ,https://www.mathcounts.org/green-river-chapter-competition,KY,02/15/2020,Chapter,Owensboro,Kentucky Wesleyan College,"Rogers Hall, 3000 Frederica St.",42301,37.7435478,-87.1201839
145,Kentucky Lake Chapter Competition ,https://www.mathcounts.org/kentucky-lake-chapter-competition,KY,02/15/2020,Chapter,Paducah,West Kentucky Community & Technical College Campus,Rosenthal Hall,,37.054032,-88.6587828
146,Kentucky River Chapter Competition ,https://www.mathcounts.org/kentucky-river-chapter-competition,KY,02/15/2020,Chapter,Hazard,Hazard Community and Technical College,1 Community College Dr,41701,37.2347925,-83.17575699999999
147,Louisville Chapter Competition ,https://www.mathcounts.org/louisville-chapter-competition,KY,02/15/2020,Chapter,Louisville,University of Louisville,,,38.2122761,-85.75850229999999
148,Mammoth Cave Chapter Competition ,https://www.mathcounts.org/mammoth-cave-chapter-competition,KY,02/15/2020,Chapter,Bowling Green,Snell Hall @ WKU Main Campus,1421 Chestnut St,KY,36.983537,-86.4573752
149,My Old Kentucky Home Chapter Competition ,https://www.mathcounts.org/my-old-kentucky-home-chapter-competition-0,KY,02/15/2020,Chapter,Elizabethtown,Elizabethtown Community and Technical College,600 College Street Road,42701,37.6932206,-85.8806041
150,Northern Kentucky Chapter Competition ,https://www.mathcounts.org/northern-kentucky-chapter-competition,KY,02/15/2020,Chapter,Highland Heights,Northern Kentucky University,Campus Drive,41076,39.0319664,-84.4645836
151,Pine Mountain Chapter Competition ,https://www.mathcounts.org/pine-mountain-chapter-competition,KY,02/15/2020,Chapter,Middlesboro,Southeast Community and Tech College (Middlesboro),,,36.612205,-83.735691
152,Alexandria Chapter Competition ,https://www.mathcounts.org/alexandria-chapter-competition,LA,02/01/2020,Chapter,Ball,Tioga Junior High School,1150 Tioga Road,71405,31.3870542,-92.42551069999999
153,Baton Rouge Chapter Competition ,https://www.mathcounts.org/baton-rouge-chapter-competition,LA,02/07/2020,Chapter,Baton Rouge,Transportation Training and Education Center,"4099 Gourrier Avenue, LSU Campus",70808,30.4043002,-91.1792938
154,Bayou Chapter Competition ,https://www.mathcounts.org/bayou-chapter-competition,LA,02/01/2020,Chapter,New Orleans,University of New Orleans,Engineering Building,,30.0248841,-90.06847239999999
155,Lafayette Chapter Competition ,https://www.mathcounts.org/lafayette-chapter-competition,LA,02/07/2020,Chapter,Lafayette,University of Louisiana,ULL Rougeon Hall,70504,30.2114404,-92.0204121
156,Lake Charles Chapter Competition ,https://www.mathcounts.org/lake-charles-chapter-competition-0,LA,02/15/2020,Chapter,Lake Charles,McNeese State University- Farrar Hall,4205 Ryan Street,,30.1788135,-93.21685680000002
157,Monroe Chapter Competition ,https://www.mathcounts.org/monroe-chapter-competition,LA,02/22/2020,Chapter,Monroe,Ouachita Parish Junior High School,TBD,TBD,32.520708,-92.05470679999999
158,New Orleans Chapter Competition ,https://www.mathcounts.org/new-orleans-chapter-competition,LA,02/01/2020,Chapter,New Orleans,University of New Orleans,Engineering Building,,30.0248841,-90.06847239999999
159,Shreveport Chapter Competition ,https://www.mathcounts.org/shreveport-chapter-competition,LA,02/01/2020,Chapter,Shreveport,Louisiana Tech Shreveport Center,8028 Shreve Park Dr.,71129,32.423322,-93.8379945
160,Central MA Chapter Competition ,https://www.mathcounts.org/central-ma-chapter-competition,MA,02/05/2020,Chapter,Shrewsbury,Oak Middle School,,,,
161,Connecticut Valley Chapter Competition ,https://www.mathcounts.org/connecticut-valley-chapter-competition,MA,02/01/2020,Chapter,Deerfield,Deerfield Academy,,,42.546129,-72.6076286
162,Metronorth Chapter Competition ,https://www.mathcounts.org/metronorth-chapter-competition,MA,02/08/2020,Chapter,Melrose,Melrose Veterans Middle School,,,42.4642703,-71.0665611
163,Metrosouth Chapter Competition ,https://www.mathcounts.org/metrosouth-chapter-competition,MA,02/08/2020,Chapter,Foxboro,The Sage School,,,42.08142,-71.23015819999999
164,Metrowest Chapter Competition ,https://www.mathcounts.org/metrowest-chapter-competition,MA,02/01/2020,Chapter,Weston,Meadowbrook School,10 Farm Road,02493,42.354112,-71.272057
165,Northeast MA Chapter Competition ,https://www.mathcounts.org/northeast-ma-chapter-competition,MA,02/11/2020,Chapter,North Andover,North Andover High School,,,42.7005569,-71.11654159999999
166,Southeast MA Chapter Competition ,https://www.mathcounts.org/southeast-ma-chapter-competition,MA,02/06/2020,Chapter,New Bedford,Normandin Middle School,,,41.6812873,-70.9288375
167,Annapolis Chapter Competition ,https://www.mathcounts.org/annapolis-chapter-competition-0,MD,02/22/2020,Chapter,Hanover,Chesapeake Science Point Charter School,7321 Parkway Drive South,21076,39.1679154,-76.734644
168,Annapolis Chapter Competition ,https://www.mathcounts.org/annapolis-chapter-competition,MD,02/22/2020,Chapter,Arnold,Anne Arundel Community College,101 College Parkway,21012,39.0498687,-76.5135634
169,Baltimore/Chesapeake Chapter Competition ,https://www.mathcounts.org/baltimorechesapeake-chapter-competition,MD,02/01/2020,Chapter,Owings Mills,McDonogh School,8600 McDonogh Road,21117,39.3947444,-76.77667249999999
170,Frederick Chapter Competition ,https://www.mathcounts.org/frederick-chapter-competition,MD,02/08/2020,Chapter,Frederick,Governor Thomas Johnson Middle School,1799 Schifferstadt Blvd.,21701,39.4371705,-77.3981805
171,Hagerstown Chapter Competition ,https://www.mathcounts.org/hagerstown-chapter-competition,MD,02/29/2020,Chapter,Hagerstown,Washington County Technical High School,50 West Oak Ridge Drive,21740,39.6146119,-77.7358615
172,Potomac Chapter Competition ,https://www.mathcounts.org/potomac-chapter-competition,MD,02/08/2020,Chapter,College Park,University of Maryland College Park,,,38.9869183,-76.9425543
173,Southern Maryland Chapter Competition ,https://www.mathcounts.org/southern-maryland-chapter-competition,MD,02/01/2020,Chapter,Prince Frederick,Calvert Middle School,655 Chesapeake Blvd.,20678,38.5566419,-76.5880857
174,Alpha Chapter Competition ,https://www.mathcounts.org/alpha-chapter-competition,ME,01/25/2020,Chapter,Fairfield,Kennebec Valley Community College,"Carter Hall, Western Avenue",04937,44.5939923,-69.61090829999999
175,Eastern Chapter Competition ,https://www.mathcounts.org/eastern-chapter-competition-1,ME,01/25/2020,Chapter,Hampden,Reeds Brook Middle School,28a Main Road South,04444,44.73894720000001,-68.8430348
176,Western Maine Mathcounts ,https://www.mathcounts.org/western-maine-mathcounts,ME,01/25/2019,Chapter,Gorham,USM John Mitchell Center,43 Campus Ave.,04038,43.6819712,-70.451071
177,Ann Arbor Chapter ,https://www.mathcounts.org/ann-arbor-chapter,MI,02/18/2020,Chapter,Ann Arbor,WEBER’S BOUTIQUE HOTEL,3050 Jackson Road,48103,42.2845799,-83.7920991
178,Big Rapids Chapter Competition ,https://www.mathcounts.org/big-rapids-chapter-competition,MI,02/07/2020,Chapter,Big Rapids,Instructional Resource Center,1301 South State St.,49307,,
179,Blue Water Chapter Competition ,https://www.mathcounts.org/blue-water-chapter-competition,MI,02/22/2020,Chapter,Port Huron,Central Middle School,200 32nd Street,48060,42.983158,-82.464533
180,Capital Area Chapter Competition ,https://www.mathcounts.org/capital-area-chapter-competition,MI,02/07/2020,Chapter,East Lansing,Michigan State University,,,42.701848,-84.4821719
181,Detroit Metro Chapter Competition ,https://www.mathcounts.org/detroit-metro-chapter-competition,MI,02/15/2020,Chapter,Dearborn,University of Michigan,19000 Hubbard Drive,48126,42.322402,-83.223891
182,Douglass Houghton Chapter Competition ,https://www.mathcounts.org/douglass-houghton-chapter-competition,MI,02/11/2020,Chapter,Kingsford,Kingsford Middle School,445 Hamilton Avenue,49802,45.8037966,-88.0737324
183,Great Lakes Bay Region Chapter Competition ,https://www.mathcounts.org/great-lakes-bay-region-chapter-competition,MI,02/29/2020,Chapter,University Center,Saginaw Valley State University,7400 Bay Road,48710,43.5136553,-83.96474289999999
184,Jackson Chapter Competition ,https://www.mathcounts.org/jackson-chapter-competition,MI,02/07/2020,Chapter,Jackson,Jackson College Bert Walker Hall,2111 Emmons Rd.,49201,42.1650404,-84.4053854
185,Monroe County Chapter Competition ,https://www.mathcounts.org/monroe-county-chapter-competition,MI,02/21/2020,Chapter,Monroe,Monroe County Intermediate School District,1101 South Raisinville Road,48161,41.923927,-83.467023
186,Muskegon Chapter Competition ,https://www.mathcounts.org/muskegon-chapter-competition,MI,02/21/2020,Chapter,Muskegon,Muskegon Community College,221 Quarterline Rd,49442,43.24964809999999,-86.1963909
187,Northern Chapter Competition ,https://www.mathcounts.org/northern-chapter-competition,MI,02/08/2020,Chapter,Traverse City,Northwestern Michigan College,"James Beckett Bldg., 1890 College Drive",,44.7653751,-85.5858701
188,Oakland Chapter ,https://www.mathcounts.org/oakland-chapter,MI,02/29/2020,Chapter,Rochester,"Oakland University, Engineering Center",115 Library Drive,48309,42.6715708,-83.2149654
189,Southeastern MI Chapter Competition ,https://www.mathcounts.org/southeastern-mi-chapter-competition,MI,02/05/2020,Chapter,Woodhaven,Woodhaven Community Center,23101 Hall Road,48183,42.1362243,-83.2455232
190,Southwest MI Chapter Competition ,https://www.mathcounts.org/southwest-mi-chapter-competition,MI,02/28/2020,Chapter,Kalamazoo,WMU Bernhard Center,1903 W Michigan Ave,49008,42.2850596,-85.6121658
191,Western Michigan Chapter Competition ,https://www.mathcounts.org/western-michigan-chapter-competition,MI,02/07/2020,Chapter,Grand Rapids,GVSU Seymour and Esther Padnos College of Engineering and Computing,"310 West Fulton Kennedy Hall of Engineering, Grand Rapids, MI 49504",49504,42.9635316,-85.6774947
192,Woodbridge N. Ferris/Big Rapids MATHCOUNTS Competition ,https://www.mathcounts.org/woodbridge-n-ferrisbig-rapids-mathcounts-competition,MI,02/07/2020,Chapter,"Big Rapids, MI",Ferris State University,"Interdisciplinary Resource Center (IRC), 1301 South State Street",49307,43.6840501,-85.48269429999999
193,Arrowhead Chapter Competition ,https://www.mathcounts.org/arrowhead-chapter-competition,MN,02/04/2020,Chapter,Duluth,University of Minnesota-Duluth,Kirby Ballroom,,46.8180798,-92.08537249999999
194,City of Lakes - North Chapter Competition ,https://www.mathcounts.org/city-lakes-north-chapter-competition,MN,02/01/2020,Chapter,Brooklyn Park,North Hennepin Community College,7411 85th Avenue North,55445,45.1054194,-93.3745617
195,City of Lakes Minneapolis Chapter Competition ,https://www.mathcounts.org/city-lakes-minneapolis-chapter-competition,MN,02/06/2020,Chapter,Minneapolis,University of Minnesota-TC,Coffman Union/Great Hall,,44.97308890000001,-93.2353746
196,City of Lakes South Chapter Competition ,https://www.mathcounts.org/city-lakes-south-chapter-competition,MN,02/08/2020,Chapter,Edina,Edina Public Works,,,44.8674588,-93.3548264
197,Height of Land Chapter Competition ,https://www.mathcounts.org/height-land-chapter-competition,MN,02/05/2020,Chapter,Moorhead,Minnesota State University Moorhead,,,46.8671458,-96.7610694
198,Lake Agassiz Chapter Competition ,https://www.mathcounts.org/lake-agassiz-chapter-competition,MN,02/07/2020,Chapter,Thief River Falls,Northland Community College,,,48.124919,-96.16252469999999
199,Lake Region Chapter Competition ,https://www.mathcounts.org/lake-region-chapter-competition,MN,02/11/2020,Chapter,St. Cloud,St. Cloud State University,,,45.55118640000001,-94.1515137
200,North Capitol Chapter Competition ,https://www.mathcounts.org/north-capitol-chapter-competition,MN,02/08/2020,Chapter,White Bear Lake,Century College,3300 Century Avenue N,55110,45.0415998,-92.982072
201,South Capitol Chapter Competition ,https://www.mathcounts.org/south-capitol-chapter-competition,MN,02/05/2020,Chapter,Inver Grove Heights,Inver Grove Community College,,,44.8281474,-93.0542162
202,Southeast Chapter Competition ,https://www.mathcounts.org/southeast-chapter-competition-1,MN,02/07/2020,Chapter,Rochester,Rochester Community & Technical College,,,44.0146222,-92.4233987
203,Southwest MN Chapter Competition ,https://www.mathcounts.org/southwest-mn-chapter-competition,MN,02/06/2020,Chapter,Marshall,Southwest Minnesota State University in Marshall,,,44.4561597,-95.75987699999999
204,Traverse des Sioux Chapter Competition ,https://www.mathcounts.org/traverse-des-sioux-chapter-competition,MN,02/10/2020,Chapter,Mankato,Minnesota State University - Mankato,"Centennial Student Union, 620 South Rd.",56001,44.1464996,-93.9999718
205,Central/Rolla Chapter Competition ,https://www.mathcounts.org/centralrolla-chapter-competition,MO,02/01/2020,Chapter,Columbia,University of Missouri - Columbia,,,38.9403808,-92.32773750000001
206,Jefferson City Chapter Competition ,https://www.mathcounts.org/jefferson-city-chapter-competition,MO,02/08/2019,Chapter,Jefferson City,Immaculate Conception School,1208 E McCarty St,65101,38.5645843,-92.15910699999999
207,Northwest MO Chapter Competition ,https://www.mathcounts.org/northwest-mo-chapter-competition,MO,02/01/2020,Chapter,Saint Joseph,Missouri Western State University,"Agenstein Hall, 4525 Downs Drive",64507,39.758246,-94.7851371
208,Ozark Chapter Competition ,https://www.mathcounts.org/ozark-chapter-competition,MO,02/01/2020,Chapter,Springfield,Drury University,900 N. Benton,65802,37.2199202,-93.2859409
209,Southeast MO Chapter ,https://www.mathcounts.org/southeast-mo-chapter,MO,02/14/2020,Chapter,Cape Girardeau,Cape Girardeau Public Library,711 N Clark St.,63703,37.314728,-89.548104
210,Southwest MO Chapter Competition ,https://www.mathcounts.org/southwest-mo-chapter-competition,MO,02/22/2020,Chapter,Joplin,Missouri Southern State University,Billingsly Student Center,,37.0962258,-94.46324229999999
211,St. Louis Chapter Competition ,https://www.mathcounts.org/st-louis-chapter-competition,MO,02/15/2020,Chapter,St. Louis,St. Louis Community College Florissant Valley Campus,3400 Pershall Rd.,63135,38.7685917,-90.28823229999999
212,Western Chapter Competition ,https://www.mathcounts.org/western-chapter-competition-0,MO,,Chapter,Kansas City,Burns & McDonnell,9400 Ward Parkway,64114,38.9577957,-94.5974612
213,Gulf Coast District Chapter Competition ,https://www.mathcounts.org/gulf-coast-district-chapter-competition-0,MS,02/21/2020,Chapter,Biloxi,William Carey University,Hwy 67,,30.5685885,-89.04355989999999
214,Jackson Chapter Competition ,https://www.mathcounts.org/jackson-chapter-competition-0,MS,02/15/2020,Chapter,Madison,Madison Middle School,1365 Mannsdale Rd.,39110,32.4783709,-90.16785039999999
215,MES Jackson Chapter ,https://www.mathcounts.org/mes-jackson-chapter,MS,02/15/2020,Chapter,Madisdon,Madison Middle School,1365 Mannsdale Road,39110,32.4783709,-90.16785039999999
216,Northeast MS Chapter Competition ,https://www.mathcounts.org/northeast-ms-chapter-competition,MS,02/22/2020,Chapter,Oxford,The University of Mississippi - Lamar Hall,Center for Mathematics and Science Education,38655,34.3709214,-89.54554089999999
217,Northwest MS Chapter Competition ,https://www.mathcounts.org/northwest-ms-chapter-competition,MS,02/22/2020,Chapter,Oxford,The University of Mississippi,The Center for Mathematics and Science Ed.,,34.3709214,-89.54554089999999
218,Southeast Area Chapter Competition ,https://www.mathcounts.org/southeast-area-chapter-competition,MS,02/21/2020,Chapter,Hattiesburg,Lowery A. Woodall Center,906 Sullivan Drive,39401,31.2618978,-89.2725608
219,Tombigbee Chapter Competition ,https://www.mathcounts.org/tombigbee-chapter-competition,MS,02/22/2020,Chapter,University,The University of Mississippi - Lamar Hall,The Center for Mathematics and Science Education,38677,34.36672,-89.53124509999999
220,Billings Chapter Competition ,https://www.mathcounts.org/billings-chapter-competition,MT,02/14/2020,Chapter,Billings,MSUB,1500 University Dr,59101,45.7966687,-108.5218151
221,Bozeman Chapter ,https://www.mathcounts.org/bozeman-chapter,MT,02/09/2021,Chapter,Bozeman,Norm Asbjornson Hall - Inspiration Hall,MSU Campus,59718,45.66485609999999,-111.0472846
222,Bozeman Chapter Competition ,https://www.mathcounts.org/bozeman-chapter-competition-0,MT,02/20/2020,Chapter,TBD,MSU Bozeman,Norm Asbjournson Hall,TBD,45.66485609999999,-111.0472846
223,Butte Chapter Competition ,https://www.mathcounts.org/butte-chapter-competition,MT,02/06/2020,Chapter,TBD,Montana Tech-Butte,TBD,TBD,46.0116149,-112.5569969
224,Eastern Chapter Competition ,https://www.mathcounts.org/eastern-chapter-competition-2,MT,02/11/2020,Chapter,TBD,Dawson Community College,TBD,TBD,47.0854045,-104.7239456
225,Kalispell Chapter Competition ,https://www.mathcounts.org/kalispell-chapter-competition,MT,02/20/2020,Chapter,Kalispell,Flathead Valley Community College,,,48.2284112,-114.3271821
226,North Central Chapter Competition ,https://www.mathcounts.org/north-central-chapter-competition,MT,02/04/2020,Chapter,Great Falls,Stephen C. O'Connell Center - Exactech Arena,250 Gale Lemerand Drive,32611,,
227,Western Chapter Competition ,https://www.mathcounts.org/western-chapter-competition-1,MT,02/11/2020,Chapter,TBD,University of Montana,TBD,TBD,46.8600672,-113.9852081
228,Asheville Chapter Competition ,https://www.mathcounts.org/asheville-chapter-competition,NC,02/01/2020,Chapter,Asheville,T.C. Roberson High School,250 Overlook Road,28803,35.487034,-82.5352348
229,Boone Chapter Competition ,https://www.mathcounts.org/boone-chapter-competition,NC,02/11/2020,Chapter,Boone,Appalachian State University,,,36.2135255,-81.6839919
230,Charlotte Chapter Competition ,https://www.mathcounts.org/charlotte-chapter-competition,NC,02/08/2020,Chapter,Charlotte,UNC-Charlotte,Cone Center,,35.3050925,-80.7332454
231,Eastern NC Chapter Competition ,https://www.mathcounts.org/eastern-nc-chapter-competition,NC,02/08/2020,Chapter,Winterville,South Central High School,570 Forlines Rd.,,35.5415155,-77.42862579999999
232,Fayetteville Chapter Competition ,https://www.mathcounts.org/fayetteville-chapter-competition,NC,02/15/2020,Chapter,Fayetteville,Snyder Memorial Baptist Church,701 Westmont Drive,,35.0660833,-78.9053515
233,Greensboro Chapter Competition ,https://www.mathcounts.org/greensboro-chapter-competition,NC,02/08/2020,Chapter,Greensboro,Greensboro Day School,5401 Lawndale Drive,27455,36.1500628,-79.8365029
234,Hickory Chapter Competition ,https://www.mathcounts.org/hickory-chapter-competition,NC,02/11/2020,Chapter,Hickory,Hickory Metro Convention Center,,,35.7091445,-81.3039439
235,High Country Chapter Competition ,https://www.mathcounts.org/high-country-chapter-competition,NC,02/11/2020,Chapter,Boone,Appalachian State University,,,36.2135255,-81.6839919
236,Orange/Durham Chapter Competition ,https://www.mathcounts.org/orangedurham-chapter-competition,NC,02/13/2020,Chapter,Chapel Hill,UNC Chapel Hill,"Student Union, Great Hall",,35.9103736,-79.0476448
237,Raleigh Chapter Competition ,https://www.mathcounts.org/raleigh-chapter-competition,NC,02/08/2020,Chapter,Cary,Triangle Math and Science Academy,,,35.7331936,-78.8062558
238,Wilmington Chapter Competition ,https://www.mathcounts.org/wilmington-chapter-competition,NC,02/22/2019,Chapter,Wilmington,CFCC North Campus - McKeithan Center,612 Brewster Lane,28412,34.3233715,-77.878102
239,Winston-Salem Chapter Competition ,https://www.mathcounts.org/winston-salem-chapter-competition,NC,02/15/2020,Chapter,Winston-Salem,Wake Forest University,,,36.1355052,-80.2791958
240,Benson County Chapter Competition ,https://www.mathcounts.org/benson-county-chapter-competition,ND,02/12/2020,Chapter,Minnewaukan,Benson County Courthouse,311 B Ave,58351,48.0689638,-99.25030989999999
241,Bottineau/Rolette County Chapter Competition ,https://www.mathcounts.org/bottineaurolette-county-chapter-competition,ND,02/05/2020,Chapter,Bottineau,James Holwell Auditorium - Bottineau Public School,301 Brander St.,58318,48.8294451,-100.4425942
242,Burke County Chapter Competition ,https://www.mathcounts.org/burke-county-chapter-competition,ND,02/12/2020,Chapter,Bowbells,Bowbells School,,58721,48.8052356,-102.2471963
243,Cass County Chapter Competition ,https://www.mathcounts.org/cass-county-chapter-competition,ND,02/19/2020,Chapter,Fargo,Fargo Dome,TBD,58102,46.9028775,-96.8001475
244,Cavalier County Chapter Competition ,https://www.mathcounts.org/cavalier-county-chapter-competition,ND,02/13/2020,Chapter,Langdon,Cavalier County Courthouse,901 3rd St,58249,48.7616527,-98.3676735
245,Dickey County Chapter Competition ,https://www.mathcounts.org/dickey-county-chapter-competition,ND,02/05/2020,Chapter,Ellendale,Dickey County Courthouse,309 2nd St North,58436-0148,46.0039927,-98.5237398
246,Divide County Chapter Competition ,https://www.mathcounts.org/divide-county-chapter-competition,ND,02/19/2020,Chapter,Crosby,Divide County High School,605 4th Ave. SE,,48.9076489,-103.2889418
247,Dunn County Chapter Competition ,https://www.mathcounts.org/dunn-county-chapter-competition,ND,02/12/2020,Chapter,Killdeer,Killdear Public Schools,101 High St.,58640,47.3726275,-102.7563343
248,Emmons County Chapter Competition ,https://www.mathcounts.org/emmons-county-chapter-competition,ND,02/05/2020,Chapter,Linton,Emmons County Courthouse,100 4th St. NW,58552,46.2670724,-100.2367392
249,Foster County/Carrington County Chapter Competition ,https://www.mathcounts.org/foster-countycarrington-county-chapter-competition,ND,,Chapter,Carriington,Carrington High School,100 3rd Ave. S,58421,47.4478088,-99.11489159999999
250,Golden Valley County Competition ,https://www.mathcounts.org/golden-valley-county-competition,ND,02/18/2020,Chapter,Beach,Beach Public School,600 N Central Ave,58621,46.9223672,-104.0054736
251,Grand Forks County Chapter Competition ,https://www.mathcounts.org/grand-forks-county-chapter-competition,ND,02/05/2020,Chapter,Grand Forks,AE2S,"4050 Garden View Drive, Ste. 200",58203,47.9145483,-97.08576339999999
252,Hettinger County Chapter Competition ,https://www.mathcounts.org/hettinger-county-chapter-competition-0,ND,02/07/2020,Chapter,Mott,Hettinger County,336 Pacific Avenue,58646,46.3747305,-102.3290961
253,LaMoure County Chapter Competition ,https://www.mathcounts.org/lamoure-county-chapter-competition-0,ND,02/05/2020,Chapter,LaMoure,LaMoure County Courthouse,202 4th Ave. NE,,46.3623676,-98.2914627
254,Logan County Chapter Competition ,https://www.mathcounts.org/logan-county-chapter-competition,ND,02/11/2020,Chapter,Gackle,Gackle-Streeter Public School,TBD,58442,46.6271362,-99.13797760000001
255,McHenry County Chapter Competition ,https://www.mathcounts.org/mchenry-county-chapter-competition,ND,02/12/2020,Chapter,Towner,Memorial Building,407 Main St. S,58788,,
256,McIntosh County Chapter Competition ,https://www.mathcounts.org/mcintosh-county-chapter-competition,ND,02/05/2020,Chapter,Wishek,Wishek Public School,100 Badger St. S,58495,46.2567443,-99.5498504
257,McKenzie County Chapter Competition ,https://www.mathcounts.org/mckenzie-county-chapter-competition,ND,02/04/2020,Chapter,Watford City,McKenzie Co. Court House,201 5th ST. NW,58854,47.8024004,-103.2891547
258,McLean County Chapter Competition ,https://www.mathcounts.org/mclean-county-chapter-competition,ND,02/12/2019,Chapter,Washburn,Washburn High School,713 7th St.,58577,47.2923679,-101.0267553
259,Mercer Chapter Competition ,https://www.mathcounts.org/mercer-chapter-competition-0,ND,02/04/2020,Chapter,Hazen,Hazen Public School,520 1st Ave. NE,58545,47.2986705,-101.6207336
260,Morton County Chapter Competition ,https://www.mathcounts.org/morton-county-chapter-competition,ND,01/29/2020,Chapter,Mandan,Christ the King School,,,,
261,Nelson County Chapter Competition ,https://www.mathcounts.org/nelson-county-chapter-competition,ND,02/05/2020,Chapter,Lakota,Nelson County Court House Community Room,210 B Ave W,58344,48.0418783,-98.34614409999999
262,Oliver Chapter Competition ,https://www.mathcounts.org/oliver-chapter-competition,ND,02/11/2020,Chapter,Center,Center-Stanton High School,,,47.1185385,-101.297594
263,Pembina Chapter Competition ,https://www.mathcounts.org/pembina-chapter-competition,ND,02/05/2020,Chapter,TBD,Walsh County Courthouse,Farmer's Room,TBD,48.4184997,-97.4046752
264,Ramsey County Chapter Competition ,https://www.mathcounts.org/ramsey-county-chapter-competition,ND,02/12/2020,Chapter,Devils Lake,Central Middle School,325 7th St. NE,58301,48.1153376,-98.86021050000001
265,Renville County Chapter Competition ,https://www.mathcounts.org/renville-county-chapter-competition,ND,02/12/2020,Chapter,Mohall,Mohall High School,,,48.9113768,-101.0209758
266,Richland County Chapter Competition ,https://www.mathcounts.org/richland-county-chapter-competition,ND,02/22/2020,Chapter,Hankinson,Hankinson Community Center,112 Main Avenue South,58041,46.072402,-96.9023141
267,Sargent County Chapter Competition ,https://www.mathcounts.org/sargent-county-chapter-competition,ND,02/12/2020,Chapter,Gwinner,North Sargent School,,58060,46.2247909,-97.6646308
268,Stark County Chapter Competition ,https://www.mathcounts.org/stark-county-chapter-competition,ND,02/06/2020,Chapter,Dickinson,Besiot Activity Center - Dickinson State University,,58601,46.8829109,-102.8074025
269,Steele County Chapter Competition ,https://www.mathcounts.org/steele-county-chapter-competition,ND,02/12/2020,Chapter,Hope,Hope-Page High School,100 Bates Avenue,58046,47.3189534,-97.7147064
270,Towner County Chapter Competition ,https://www.mathcounts.org/towner-county-chapter-competition,ND,02/10/2020,Chapter,Cando,North Star Public School,418 2nd Avenue,58324,48.489887,-99.2084849
271,Traill County Chapter Competition ,https://www.mathcounts.org/traill-county-chapter-competition,ND,02/19/2020,Chapter,Hatton,Hatton Eielson Public School,503 4th St.,58240,47.6414803,-97.4602949
272,Walsh County Chapter Competition ,https://www.mathcounts.org/walsh-county-chapter-competition,ND,02/05/2020,Chapter,Grafton,Walsh County Courthouse,600 Cooper Ave.,58237,48.4184997,-97.4046752
273,Walsh/Pembina MathCounts Competition ,https://www.mathcounts.org/walshpembina-mathcounts-competition,ND,02/05/2020,Chapter,Grafton,Walsh County Courthouse,600 Cooper Ave,58237,48.4184997,-97.4046752
