Eviction ID,Address,City,State,Near Shuttle,Eviction Notice Source Zipcode,File Date,Non Payment,Breach,Nuisance,Illegal Use,Failure to Sign Renewal,Access Denial,Unapproved Subtenant,Owner Move In,Demolition,Capital Improvement,Substantial Rehab,Ellis Act WithDrawal,Condo Conversion,Roommate Same Unit,Other Cause,Late Payments,Lead Remediation,Development,Good Samaritan Ends,Constraints Date,Supervisor District,Neighborhoods - Analysis Boundaries,Longitude,Latitude,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Neighborhoods,DELETE - Police Districts,DELETE - Supervisor Districts,DELETE - Fire Prevention Districts,DELETE - Zip Codes,"CBD, BID and GBD Boundaries as of 2017",Central Market/Tenderloin Boundary,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary Polygon - Updated,Fix It Zones as of 2018-02-07
M130109,100 Block Of Font  Boulevard,San Francisco,CA,FALSE,94132,1/18/13,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,Lakeshore,-122.4736299,37.71554505,42,10,8,16,14,8,4,1,64,,,2,,
M130111,400 Block Of Garces  Drive,San Francisco,CA,FALSE,94132,1/18/13,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,Lakeshore,-122.4838879,37.71621196,42,10,8,16,14,8,4,1,64,,,2,,
M130107,0 Block Of Chumasero  Drive,San Francisco,CA,FALSE,94132,1/18/13,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,Lakeshore,-122.4729724,37.71323913,42,10,8,16,14,8,4,1,64,,,2,,
M130115,2600 Block Of 39th  Avenue,San Francisco,CA,FALSE,94116,1/18/13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,4,Sunset/Parkside,-122.4968584,37.73744244,40,10,7,35,35,8,3,1,29491,,,1,,
M130110,100 Block Of Font  Boulevard,San Francisco,CA,FALSE,94132,1/18/13,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,Lakeshore,-122.4736299,37.71554505,42,10,8,16,14,8,4,1,64,,,2,,
M130009,300 Block Of Madrid  Street,San Francisco,CA,FALSE,94112,1/18/13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1/17/16,11,Excelsior,-122.4311024,37.7239745,90,9,1,7,5,7,6,9,28861,,,2,,
M130117,0 Block Of Lyell  Street,San Francisco,CA,FALSE,94112,1/18/13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,8,Outer Mission,-122.4316042,37.73131183,94,9,5,28,25,7,5,9,28861,,,1,,
M130093,0 Block Of Santa Paula  Avenue,San Francisco,CA,FALSE,94127,1/17/13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,7,West of Twin Peaks,-122.4633038,37.73901829,116,10,8,41,40,8,4,1,59,,,1,,
M130089,700 Block Of Monterey  Boulevard,San Francisco,CA,FALSE,94127,1/16/13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,West of Twin Peaks,-122.4522785,37.73162393,95,9,8,41,40,7,4,9,59,,,1,,
M130086,700 Block Of Monterey  Boulevard,San Francisco,CA,FALSE,94127,1/16/13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,West of Twin Peaks,-122.4522785,37.73162393,95,9,8,41,40,7,4,9,59,,,1,,
M130088,700 Block Of Monterey  Boulevard,San Francisco,CA,FALSE,94127,1/16/13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,West of Twin Peaks,-122.4522785,37.73162393,95,9,8,41,40,7,4,9,59,,,1,,
M130090,700 Block Of Monterey  Boulevard,San Francisco,CA,FALSE,94127,1/16/13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,West of Twin Peaks,-122.4522785,37.73162393,95,9,8,41,40,7,4,9,59,,,1,,
M130087,700 Block Of Monterey  Boulevard,San Francisco,CA,FALSE,94127,1/16/13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,West of Twin Peaks,-122.4522785,37.73162393,95,9,8,41,40,7,4,9,59,,,1,,
M130085,700 Block Of Naples  Street,San Francisco,CA,FALSE,94112,1/16/13,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,11,Excelsior,-122.4340846,37.71693831,90,9,1,7,5,7,6,9,28861,,,2,,
M130079,500 Block Of John Muir  Drive,San Francisco,CA,FALSE,94132,1/14/13,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,Lakeshore,-122.4920479,37.71433481,43,10,8,16,14,8,4,1,64,,,2,,
M130077,600 Block Of France  Avenue,San Francisco,CA,FALSE,94112,1/11/13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,11,Excelsior,-122.4331189,37.7175991,90,9,1,7,5,7,6,9,28861,,,2,,
M130070,100 Block Of Lee  Avenue,San Francisco,CA,FALSE,94112,1/11/13,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,11,Oceanview/Merced/Ingleside,-122.4541705,37.72094453,64,10,1,24,24,8,6,9,28861,,,2,,
M130064,0 Block Of Garrison  Street,San Francisco,CA,FALSE,94134,1/9/13,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,
M130065,200 Block Of Moscow  Street,San Francisco,CA,FALSE,94112,1/9/13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,11,Excelsior,-122.4258255,37.72357589,90,9,1,7,5,7,6,9,28861,,,1,,
M130055,2900 Block Of Jennings  Street,San Francisco,CA,FALSE,94124,1/7/13,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,Bayview Hunters Point,-122.3933982,37.7216896,88,2,9,1,1,3,8,10,58,,,2,,
M130054,0 Block Of Concord  Street,San Francisco,CA,FALSE,94112,1/7/13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,11,Excelsior,-122.4429078,37.71273952,58,9,1,7,5,7,6,9,28861,,,2,,
M130033,300 Block Of 24th  Avenue,San Francisco,CA,FALSE,94121,1/3/13,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,Outer Richmond,-122.483939,37.78300064,8,8,4,29,26,6,2,11,55,,,2,,
M130032,5800 Block Of Mission  Street,San Francisco,CA,FALSE,94112,1/2/13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,11,Outer Mission,-122.4518014,37.70916003,66,9,1,28,25,7,6,9,28861,,,2,,
M122354,0 Block Of Ridgewood  Avenue,San Francisco,CA,FALSE,94112,12/31/12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,West of Twin Peaks,-122.4533323,37.73025506,95,9,8,41,40,7,4,9,28861,,,1,,
M122342,5800 Block Of Mission  Street,San Francisco,CA,FALSE,94112,12/28/12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,11,Outer Mission,-122.4518014,37.70916003,66,9,1,28,25,7,6,9,28861,,,2,,
M122339,400 Block Of Faxon  Avenue,San Francisco,CA,FALSE,94112,12/27/12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,Oceanview/Merced/Ingleside,-122.4602967,37.72274089,64,10,8,24,24,8,4,9,28861,,,2,,19
M122332,700 Block Of Monterey  Boulevard,San Francisco,CA,FALSE,94127,12/24/12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,West of Twin Peaks,-122.4522785,37.73162393,95,9,8,41,40,7,4,9,59,,,1,,
M122132,0 Block Of Norton  Street,San Francisco,CA,FALSE,94112,12/20/12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11/13/15,11,Outer Mission,-122.4357803,37.72495727,94,9,1,28,25,7,6,9,28861,,,1,,
M122316,4400 Block Of Fulton  Street,San Francisco,CA,FALSE,94121,12/20/12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,Outer Richmond,-122.4793748,37.77284491,8,8,4,29,26,6,2,11,55,,,1,,
M122308,100 Block Of Sickles  Avenue,San Francisco,CA,FALSE,94112,12/18/12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,11,Outer Mission,-122.4536175,37.70938416,66,9,1,28,25,7,6,9,28861,,,2,,
M122310,4200 Block Of Irving  Street,San Francisco,CA,FALSE,94122,12/18/12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,Sunset/Parkside,-122.503384,37.76245834,39,10,7,35,35,8,3,1,56,,,1,,
M122306,1300 Block Of 31st  Avenue,San Francisco,CA,FALSE,94122,12/18/12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,Sunset/Parkside,-122.4898495,37.76206766,39,10,7,35,35,8,3,1,56,,,1,,
M122305,1300 Block Of 31st  Avenue,San Francisco,CA,FALSE,94122,12/18/12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,4,Sunset/Parkside,-122.4898495,37.76206766,39,10,7,35,35,8,3,1,56,,,1,,
M122307,2000 Block Of Broadway  Street,San Francisco,CA,FALSE,94115,12/18/12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,
M122303,300 Block Of Orizaba  Avenue,San Francisco,CA,FALSE,94132,12/17/12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,11,Oceanview/Merced/Ingleside,-122.4625424,37.71525207,81,10,1,24,24,8,6,9,28861,,,2,,
M122298,300 Block Of Winding  Way,San Francisco,CA,FALSE,94112,12/14/12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,11,Excelsior,-122.4374764,37.70946138,58,9,1,7,5,7,6,9,28861,,,2,,
M122261,800 Block Of 29th  Avenue,San Francisco,CA,FALSE,94121,12/12/12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,Outer Richmond,-122.4886078,37.77330448,8,8,4,29,26,6,2,11,55,,,1,,
M122273,3800 Block Of San Bruno  Avenue,San Francisco,CA,FALSE,94134,12/11/12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,Visitacion Valley,-122.40169,37.71442919,75,9,9,40,39,7,8,10,309,,,2,,
M122274,3800 Block Of San Bruno  Avenue,San Francisco,CA,FALSE,94134,12/11/12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,Visitacion Valley,-122.40169,37.71442919,75,9,9,40,39,7,8,10,309,,,2,,
M122269,500 Block Of John Muir  Drive,San Francisco,CA,FALSE,94132,12/10/12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,Lakeshore,-122.4920479,37.71433481,43,10,8,16,14,8,4,1,64,,,2,,
M122267,700 Block Of Naples  Street,San Francisco,CA,FALSE,94112,12/10/12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,11,Excelsior,-122.4340846,37.71693831,90,9,1,7,5,7,6,9,28861,,,2,,
M122271,500 Block Of Monterey  Boulevard,San Francisco,CA,FALSE,94127,12/10/12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,West of Twin Peaks,-122.4480789,37.73164342,95,9,8,41,40,7,4,9,59,,,1,,
M122266,1200 Block Of 45th  Avenue,San Francisco,CA,FALSE,94116,12/7/12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,Sunset/Parkside,-122.505123,37.76327038,39,10,7,35,35,8,3,1,56,,,1,,
M122123,2400 Block Of Moraga  Street,San Francisco,CA,FALSE,94122,12/6/12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11/30/15,4,Sunset/Parkside,-122.4889261,37.75561922,39,10,7,35,35,8,3,1,56,,,1,,
M122252,1300 Block Of 46th  Avenue,San Francisco,CA,FALSE,94122,12/5/12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,4,Sunset/Parkside,-122.5059245,37.76135778,39,10,7,35,35,8,3,1,56,,,1,,
M122250,0 Block Of Byron  Court,San Francisco,CA,FALSE,94112,12/5/12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,11,Excelsior,-122.4443909,37.70947632,58,9,1,7,5,7,6,9,28861,,,2,,
M122249,0 Block Of Romolo  Place,San Francisco,CA,FALSE,94133,12/4/12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,
M122120,300 Block Of 24th  Avenue,San Francisco,CA,FALSE,94121,12/3/12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11/30/15,1,Outer Richmond,-122.483939,37.78300064,8,8,4,29,26,6,2,11,55,,,2,,
M122244,500 Block Of John Muir  Drive,San Francisco,CA,FALSE,94132,12/3/12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,Lakeshore,-122.4920479,37.71433481,43,10,8,16,14,8,4,1,64,,,2,,
M122245,1800 Block Of 32nd  Avenue,San Francisco,CA,FALSE,94122,12/3/12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,Sunset/Parkside,-122.4902664,37.75269564,39,10,7,35,35,8,3,1,56,,,1,,
M122224,0 Block Of Libson  Street,San Francisco,CA,FALSE,94112,11/29/12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,11,Excelsior,-122.429432,37.72741424,90,9,1,7,5,7,6,9,28861,,,1,,
M122215,5000 Block Of Anza  Street,San Francisco,CA,FALSE,94121,11/27/12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,Outer Richmond,-122.5022658,37.77730572,8,8,4,29,26,6,2,11,55,,,1,,
M122214,5000 Block Of Anza  Street,San Francisco,CA,FALSE,94121,11/27/12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,1,Outer Richmond,-122.5022658,37.77730572,8,8,4,29,26,6,2,11,55,,,1,,
M122205,0 Block Of Concord  Street,San Francisco,CA,FALSE,94112,11/26/12,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,11,Excelsior,-122.4429078,37.71273952,58,9,1,7,5,7,6,9,28861,,,2,,
M122182,0 Block Of Escondido  Avenue,San Francisco,CA,FALSE,94132,11/16/12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,Sunset/Parkside,-122.4899245,37.73481137,40,10,7,35,35,8,3,1,64,,,1,,
M122185,400 Block Of Girard  Avenue,San Francisco,CA,FALSE,94134,11/16/12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,
M122199,400 Block Of Paris  Street,San Francisco,CA,FALSE,94112,11/15/12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,11,Excelsior,-122.435055,37.72163274,90,9,1,7,5,7,6,9,28861,,,2,,
M122176,0 Block Of Lobos  Street,San Francisco,CA,FALSE,94112,11/14/12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,11,Oceanview/Merced/Ingleside,-122.4542632,37.71486047,81,10,1,24,24,8,6,9,28861,,,2,,
M122173,2000 Block Of 29th  Avenue,San Francisco,CA,FALSE,94118,11/14/12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,Sunset/Parkside,-122.4869272,37.74910206,39,10,7,35,35,8,3,1,29491,,,1,,
M122174,2000 Block Of 29th  Avenue,San Francisco,CA,FALSE,94118,11/14/12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,Sunset/Parkside,-122.4869272,37.74910206,39,10,7,35,35,8,3,1,29491,,,1,,
M122160,2500 Block Of 43rd  Avenue,San Francisco,CA,FALSE,94116,11/13/12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,Sunset/Parkside,-122.501138,37.73912341,39,10,7,35,35,8,3,1,29491,,,1,,
M122163,1100 Block Of Jamestown  Avenue,San Francisco,CA,FALSE,94124,11/13/12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,Bayview Hunters Point,-122.3959841,37.7199392,88,2,9,1,1,3,8,10,58,,,2,,
M122198,3400 Block Of Alemany  Boulevard,San Francisco,CA,FALSE,94132,11/13/12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,Oceanview/Merced/Ingleside,-122.4630372,37.7111805,65,10,8,24,24,8,4,9,64,,,2,,
M122150,600 Block Of Marina  Avenue,San Francisco,CA,FALSE,94123,11/9/12,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,
M122067,4400 Block Of Mission  Street,San Francisco,CA,FALSE,94112,11/8/12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,11,Outer Mission,-122.4338623,37.7260273,94,9,1,28,25,7,6,9,28861,,,1,,4
M122148,500 Block Of 43rd  Avenue,San Francisco,CA,FALSE,94121,11/8/12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,Outer Richmond,-122.5040197,37.77824472,6,8,4,29,26,6,2,11,55,,,1,,
M122061,900 Block Of Brussels  Street,San Francisco,CA,FALSE,94134,11/7/12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,10,Portola,-122.4027437,37.7204898,91,9,9,25,28,7,8,10,309,,,2,,
M122064,100 Block Of Lisbon  Street,San Francisco,CA,FALSE,94112,11/7/12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,11,Excelsior,-122.4307709,37.7258534,90,9,1,7,5,7,6,9,28861,,,2,,
M122058,2100 Block Of 29th  Avenue,San Francisco,CA,FALSE,94116,11/5/12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,Sunset/Parkside,-122.4866591,37.74724289,40,10,7,35,35,8,3,1,29491,,,1,,
M122054,2200 Block Of 30th  Avenue,San Francisco,CA,FALSE,94116,11/2/12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,Sunset/Parkside,-122.4876023,37.74533216,40,10,7,35,35,8,3,1,29491,,,1,,
M122053,200 Block Of Farallones  Street,San Francisco,CA,FALSE,94112,11/2/12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,11,Oceanview/Merced/Ingleside,-122.4608114,37.71398751,81,10,1,24,24,8,6,9,28861,,,2,,8
M122051,500 Block Of Carter  Street,San Francisco,CA,FALSE,94134,11/2/12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,Excelsior,-122.4236241,37.70881491,58,9,9,7,5,7,8,9,309,,,2,,
M122023,300 Block Of Monterey  Boulevard,San Francisco,CA,FALSE,94131,10/30/12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,West of Twin Peaks,-122.4431531,37.73147016,95,9,8,41,40,7,4,9,63,,,1,,
